date,AG:HCS,U:EFIV,A:VEFIX,A:VGADX,U:VDE,U:GII,A:IAFX,Z:MZYZ,Z:USMZ,A:BGBLX,U:TEI,@MSFT,Z:NZBB,U:EUAD,U:BBMC,U:SPHY,Z:SSP1,A:ESTXX,@IBIT
2024-03-31,,177.5,100.02,243.84,423.14,188.76,140.99,372.71,208.65,128.12,699.27,697779.4,122.5,,197.46,166.79,104.1,229.94,151.97
2024-04-30,,171.26,98.88,238.51,418.83,187.15,138.28,369.13,203.83,125.03,682.38,645718.1,121.83,,184.23,164.96,103.25,222.04,126.06
2024-05-31,,180.55,98.88,243.7,419.47,199.74,138.92,365.41,197.93,125.93,712.5,689728.6,122.5,,190.32,167.58,100.97,224.71,144.76
2024-06-30,,186.73,99.88,252.47,412.91,193.45,139.73,361.12,198.01,130.6,704.94,742596.9,123.76,,188.62,168.44,101.32,218.81,128.2
2024-07-31,,188.91,101.52,252.33,422.95,201.84,142.07,379.63,212.83,133.71,747.03,695078.9,125.33,,199.0,172.19,107.08,224.6,139.62
2024-08-31,,192.99,102.91,257.14,412.46,211.12,143.73,382.88,205.15,131.41,773.62,694302.8,126.13,,199.03,174.85,106.91,222.28,125.31
2024-09-30,,196.09,104.03,261.49,399.83,218.37,144.25,394.1,207.06,131.59,790.72,716207.0,127.02,,203.03,176.69,108.03,225.03,135.67
2024-10-31,,193.94,102.1,263.03,403.65,216.75,141.43,388.79,222.51,138.12,746.76,676343.8,126.81,98.05,202.91,175.06,109.24,221.95,149.38
2024-11-30,,205.41,103.28,271.96,438.06,224.01,142.88,412.58,240.74,143.47,740.28,706239.0,127.19,99.66,224.56,178.07,113.35,213.02,207.32
2024-12-31,,199.26,102.2,267.28,399.29,213.25,143.53,398.68,232.72,147.26,714.26,702970.2,127.87,96.38,207.94,176.82,114.04,224.43,199.21
2025-01-31,104.15,202.51,102.41,277.81,406.93,217.1,143.89,416.11,246.42,152.73,769.92,692229.8,127.91,106.38,217.32,179.16,112.09,243.37,216.71
2025-02-28,108.48,200.5,104.01,270.45,416.71,218.11,145.38,401.35,237.68,149.34,759.7,663413.4,128.21,122.98,208.25,180.77,108.78,249.73,179.87
2025-03-31,115.07,189.31,103.53,258.11,430.07,223.44,145.58,384.74,221.88,141.97,769.12,627317.3,128.6,133.32,195.15,178.7,105.65,252.49,175.78
2025-04-30,101.01,186.2,104.28,257.81,371.09,231.26,147.9,388.24,213.81,140.71,782.01,660522.4,129.26,142.14,191.38,178.52,102.39,254.7,200.94
2025-05-31,95.81,196.85,104.08,273.97,378.68,241.79,147.91,410.36,225.93,149.18,820.76,770720.9,129.24,161.15,202.14,181.59,106.6,265.91,223.28
2025-06-30,98.52,207.82,104.71,284.42,398.02,246.2,149.39,411.03,231.3,153.19,880.25,832748.6,129.97,171.57,211.63,185.05,108.71,268.94,229.85
2025-07-31,107.07,213.41,104.65,293.76,409.15,245.83,149.24,433.26,242.05,159.17,881.48,893169.6,130.54,165.36,215.43,185.42,111.18,268.91,249.04
2025-08-31,112.12,218.29,105.04,298.19,423.98,250.66,149.7,464.1,247.0,160.4,918.22,849681.3,131.91,167.35,224.74,187.68,111.93,269.81,230.72
2025-09-30,131.38,226.29,106.03,305.37,423.84,254.46,149.79,482.59,250.83,162.76,931.09,868563.5,132.83,186.75,226.63,189.62,114.17,275.52,244.09
2025-10-31,131.56,232.59,106.7,315.18,419.4,253.84,150.26,485.59,251.98,168.79,977.59,868328.9,133.26,176.38,228.27,189.65,116.55,282.54,233.95
2025-11-30,143.91,234.19,107.12,314.21,429.94,262.6,149.0,482.98,251.49,168.34,986.39,826633.4,132.93,160.63,232.97,190.96,116.12,281.95,193.58
2025-12-31,143.42,236.03,106.92,318.8,427.54,259.67,147.79,482.04,254.11,166.92,1037.85,812537.4,132.66,168.18,233.39,192.01,117.15,285.41,186.44
2026-01-31,141.31,240.32,106.66,322.33,488.21,272.59,148.34,492.91,246.41,162.68,1092.33,722936.8,132.58,181.87,243.24,193.23,115.36,284.44,178.33
2026-02-28,141.66,237.96,108.25,325.7,535.06,293.1,149.69,499.8,252.56,160.74,1125.98,661355.3,133.59,186.14,252.17,193.38,118.22,288.1,139.65
2026-03-31,131.71,225.66,105.89,300.82,590.83,282.93,147.45,457.47,248.09,153.86,988.35,623348.4,132.18,162.63,237.8,191.4,111.13,261.66,144.27
2026-04-30,133.03,249.1,105.93,328.41,579.02,289.75,147.53,472.07,260.97,162.33,1071.84,686682.1,132.84,162.71,259.76,194.44,110.73,266.65,162.67
2026-05-31,135.5,259.78,106.91,348.64,543.23,281.71,149.8,474.58,264.57,171.78,1075.02,759828.9,133.45,170.09,270.12,195.41,114.23,281.57,156.33
2026-06-30,151.58,261.59,107.61,347.21,516.11,284.78,151.43,491.33,284.36,176.85,1133.38,629511.8,134.52,168.38,279.64,195.81,116.94,297.08,125.01
2026-07-31,156.63,260.77,106.44,350.31,577.44,286.13,150.61,484.95,274.48,174.69,1125.74,784265.4,133.67,179.44,272.72,195.54,118.12,298.46,133.83
2026-08-31,167.01,268.95,106.31,359.47,619.38,278.98,150.28,512.67,274.82,176.22,1155.3,857726.2,134.25,177.12,276.81,197.36,119.88,299.94,167.74
2026-09-23,166.9,268.88,105.56,361.23,599.34,270.83,149.18,510.85,277.37,178.07,1122.82,842018.6,133.94,171.65,271.82,195.83,119.38,290.52,183.36
